Timestamp,ImageFilename,RecognizedText
2025-06-09 13:54:44,plate_KL6036_20250609_135444_017787_0000.jpg,KL6036
2025-06-09 13:54:44,plate_L6036_20250609_135444_033288_0000.jpg,L6036
2025-06-09 14:21:51,plate_L6036_20250609_142151_411854_0000.jpg,L6036
2025-06-09 14:22:40,plate_FKL6036_20250609_142240_037569_0001.jpg,FKL6036
2025-06-09 14:22:41,plate_GKLZ6036_20250609_142241_207010_0001.jpg,GKLZ6036
2025-06-09 14:23:36,plate_L6036_20250609_142336_272085_0003.jpg,L6036
2025-06-09 14:23:37,plate_KL6036_20250609_142337_168429_0003.jpg,KL6036
2025-06-09 14:51:44,plate_L6036_20250609_145144_818830_0000.jpg,L6036
2025-06-09 14:51:45,plate_6036_20250609_145145_794756_0000.jpg,6036
2025-06-09 14:52:13,plate_6036_20250609_145213_138612_0000.jpg,6036
2025-06-09 14:52:14,plate_603_20250609_145214_490932_0000.jpg,603
2025-06-09 14:52:31,plate_GKL6036_20250609_145231_961966_0000.jpg,GKL6036
2025-06-09 14:52:34,plate_KL-6036_20250609_145234_089708_0000.jpg,KL-6036
2025-06-09 14:52:36,plate_MIKL6030_20250609_145236_171921_0000.jpg,MIKL6030
2025-06-09 14:52:39,plate_KLE6030_20250609_145239_505886_0000.jpg,KLE6030
2025-06-09 14:52:41,plate_KL6036_20250609_145241_625798_0000.jpg,KL6036
2025-06-09 14:52:41,plate_L6036_20250609_145241_640790_0000.jpg,L6036
2025-06-09 14:53:57,plate_L6036I_20250609_145357_544685_0000.jpg,L 6036I
2025-06-09 14:53:59,plate_KL6036_20250609_145359_920836_0000.jpg,KL6036
2025-06-09 14:53:59,plate_LL6036_20250609_145359_937881_0000.jpg,LL6036
2025-06-09 14:54:02,plate_KL-6036_20250609_145402_161001_0000.jpg,KL-6036
2025-06-09 14:54:02,plate_TKL60_20250609_145402_172655_0000.jpg,TKL60
2025-06-09 15:45:03,plate_L76036_20250609_154503_260350_0000.jpg,L76036
2025-06-09 15:45:05,plate_IKL6036_20250609_154505_406166_0000.jpg,IKL6036
2025-06-09 16:15:53,plate_CAB8874_20250609_161553_620139_0000.jpg,CAB8874
2025-06-09 16:19:49,plate_LAB8876_20250609_161949_987915_0000.jpg,LAB8876
2025-06-09 16:20:24,plate_NKL6036_20250609_162024_577382_0000.jpg,NKL6036
2025-06-09 16:20:24,plate_L6036_20250609_162024_654391_0000.jpg,L6036
2025-06-09 16:20:52,plate_NKL6036_20250609_162052_214618_0000.jpg,NKL6036
2025-06-09 16:21:13,plate_CAB8874_20250609_162113_523683_0000.jpg,CAB8874
2025-06-09 16:33:16,plate_4CAB8874_20250609_163316_926183_0000.jpg,4 CAB8874
2025-06-09 17:11:50,plate_CAB887_20250609_171150_692815_0000.jpg,CAB887
2025-06-09 17:11:50,plate_CAB887_20250609_171150_743113_0000.jpg,CAB887
2025-06-09 17:13:32,plate_CAB8874_20250609_171332_710839_0002.jpg,CAB8874
2025-06-11 13:18:54,plate_MKL6038-_20250611_131854_192369_0000.jpg,MKL 6038-
2025-06-11 13:19:26,plate_7L6038_20250611_131926_639744_0001.jpg,7L6038
2025-06-11 13:19:27,plate_KL-6036_20250611_131927_926430_0001.jpg,KL-6036
2025-06-11 13:19:27,plate_KL-602_20250611_131927_936786_0001.jpg,KL-602
2025-06-11 13:19:29,plate_AL6036_20250611_131929_215640_0001.jpg,AL6036
2025-06-11 13:19:29,plate_L6036_20250611_131929_231902_0001.jpg,L6036
2025-06-11 13:19:30,plate_KL-6036_20250611_131930_377157_0001.jpg,KL-6036
2025-06-11 13:19:32,plate_KL6036_20250611_131932_248052_0001.jpg,KL6036
2025-06-11 13:19:32,plate_KL6G_20250611_131932_257818_0001.jpg,KL 6G
2025-06-11 13:21:51,plate_56030_20250611_132151_650920_0000.jpg,5 6030
2025-06-11 13:22:44,plate_MKLZ603E_20250611_132244_789040_0001.jpg,MKLZ603E
2025-06-11 13:22:45,plate_UKC03_20250611_132245_774336_0001.jpg,UKC03
2025-06-11 13:23:34,plate_KL36_20250611_132334_025278_0003.jpg,KL36
2025-06-11 13:23:35,plate_KL603_20250611_132335_271262_0003.jpg,KL603
2025-06-11 13:24:42,plate_KL6036_20250611_132442_705745_0005.jpg,KL6036
2025-06-11 13:24:43,plate_KL-6036_20250611_132443_719621_0005.jpg,KL-6036
2025-06-11 13:25:20,plate_AL6U36_20250611_132520_253048_0000.jpg,AL 6U36
2025-06-11 13:25:39,plate_AL6036_20250611_132539_598213_0001.jpg,AL6036
2025-06-11 13:25:39,plate_L6036_20250611_132539_614602_0001.jpg,L6036
2025-06-11 13:25:41,plate_KL-6036_20250611_132541_055486_0001.jpg,KL-6036
2025-06-11 13:25:41,plate_KL-603_20250611_132541_074795_0001.jpg,KL-603
2025-06-11 13:25:41,plate_L6036_20250611_132541_082047_0001.jpg,L6036
2025-06-11 13:25:42,plate_KL6036_20250611_132542_051553_0001.jpg,KL6036
2025-06-11 13:26:12,plate_KL-6036_20250611_132612_243738_0000.jpg,KL-6036
2025-06-11 13:26:13,plate_KL-6036_20250611_132613_381877_0000.jpg,KL-6036
2025-06-11 15:43:43,plate_KL6036_20250611_154343_619643_0000.jpg,KL6036
2025-06-11 15:54:51,plate_BCF_20250611_155451_771014_0000.jpg,BCF
2025-06-11 15:54:52,plate_BPBCF33524_20250611_155452_578044_0000.jpg,BPBCF 33524
2025-06-11 16:01:05,plate_CAB8876_20250611_160105_186558_0000.jpg,CAB8876
2025-06-11 16:01:07,plate_CAB8874_20250611_160107_676845_0000.jpg,CAB8874
2025-06-11 16:01:09,plate_47CAB8874_20250611_160109_674853_0000.jpg,47 CAB8874
2025-06-11 16:01:11,plate_CAD8874_20250611_160111_517174_0000.jpg,CAD8874
2025-06-11 16:13:08,plate_FBCF3624_20250611_161308_063910_0000.jpg,FBCF3624
2025-06-11 16:13:18,plate_EPBCF3524_20250611_161318_799436_0000.jpg,EPBCF3524
2025-06-11 16:13:43,plate_FBCF352_20250611_161343_052052_0002.jpg,FBCF352
2025-06-11 17:33:08,plate_MKL6036_20250611_173308_054830_0000.jpg,MKL6036
2025-06-11 17:36:05,plate_PF389_20250611_173605_444839_0001.jpg,PF389
2025-06-11 17:36:05,plate_PTT332_20250611_173605_763452_0001.jpg,PTT332
2025-06-11 17:36:51,plate_PH3392_20250611_173651_230866_0003.jpg,PH3392
2025-06-11 17:36:51,plate_3322_20250611_173651_238225_0003.jpg,3322
2025-06-11 17:36:51,plate_392_20250611_173651_252649_0003.jpg,392
2025-06-11 17:36:54,plate_392_20250611_173654_628180_0003.jpg,392
2025-06-11 17:36:54,plate_PHZ3322_20250611_173654_642346_0003.jpg,PHZ3322
2025-06-11 17:36:54,plate_339_20250611_173654_801939_0003.jpg,339
2025-06-11 17:36:54,plate_322_20250611_173654_894597_0003.jpg,322
2025-06-11 17:53:25,plate_T13_20250611_175325_306060_0000.jpg,T13
2025-06-11 17:53:26,plate_AEN_20250611_175326_347526_0000.jpg,AEN
2025-06-11 17:54:19,plate_L60301_20250611_175419_396945_0002.jpg,L60301
2025-06-11 17:54:19,plate_KL602_20250611_175419_405453_0002.jpg,KL602
2025-06-11 17:54:22,plate_KL603_20250611_175422_060111_0002.jpg,KL603
2025-06-11 17:54:23,plate_KL60_20250611_175423_801443_0002.jpg,KL60
2025-06-11 17:54:23,plate_KL-6036_20250611_175423_986297_0002.jpg,KL-6036
2025-06-11 17:54:24,plate_KL-6036_20250611_175424_022045_0002.jpg,KL-6036
2025-06-11 17:55:55,plate_KL6036_20250611_175555_620037_0007.jpg,KL6036
2025-06-12 14:24:42,plate_L6036_20250612_142442_889950_0000.jpg,L6036
2025-06-12 14:24:43,plate_KL-6030_20250612_142443_817427_0000.jpg,KL-6030
2025-06-12 14:25:52,plate_KL-603_20250612_142552_791956_0002.jpg,KL-603
2025-06-12 14:26:23,plate_KLZ603_20250612_142623_667781_0003.jpg,KLZ603
2025-06-12 14:26:23,plate_6036_20250612_142623_676229_0003.jpg,6036
2025-06-12 14:26:57,plate_KL603_20250612_142657_755791_0004.jpg,KL603
2025-06-12 14:26:57,plate_L6036_20250612_142657_953334_0004.jpg,L6036
2025-06-12 14:27:28,plate_6036_20250612_142728_732406_0006.jpg,6036
2025-06-12 14:27:28,plate_6636_20250612_142728_738471_0006.jpg,6636
2025-06-12 14:27:50,plate_KL6036_20250612_142750_342999_0007.jpg,KL6036
2025-06-12 14:27:52,plate_GKL6036_20250612_142752_824239_0007.jpg,GKL6036
2025-06-12 17:22:13,plate_LIKL6036_20250612_172213_131415_0000.jpg,LIKL6036
2025-06-12 17:22:15,plate_KL6036_20250612_172215_340716_0000.jpg,KL6036
2025-06-13 11:04:54,plate_KLZ6036_20250613_110454_904939_0000.jpg,KLZ6036
2025-06-13 11:04:55,plate_2603_20250613_110455_034759_0000.jpg,2603
2025-06-13 18:24:38,plate_L6036_20250613_182438_604330_0000.jpg,L6036
2025-06-13 18:24:38,plate_TKL6036_20250613_182438_994036_0000.jpg,TKL6036
2025-06-13 18:24:39,plate_L6036_20250613_182439_163253_0000.jpg,L6036
2025-06-13 18:24:40,plate_LIKL60366_20250613_182440_302851_0000.jpg,LIKL60366
2025-06-13 18:24:40,plate_L-6036_20250613_182440_310769_0000.jpg,L-6036
